Match_ID,Player_ID,Runs,Wickets,Strike_Rate,Match_Date
M02545,P0122,46,5,120.25,2025-01-15
M02546,P0392,68,1,165.36,2025/03/10
M02547,P2030,19,0,121.79,2025-01-15
M02548,P3557,18,3,128.97,2025-01-15
M02549,P3775,55,6,219.62,Apr 12 2025
M02550,P3785,49,3,200.81,2025-01-15
M02551,P3638,87,5,51.83,2025-01-15
M02552,P1193,149,1,85.48,Apr 12 2025
M02553,P3421,117,1,93.15,2025/03/10
M02554,P1544,147,1,194.98,Apr 12 2025
M02555,P0655,144,2,183.03,Apr 12 2025
M02556,P0990,142,0,141.79,2025-01-15
M02557,P3037,101,6,208.04,2025/03/10
M02558,P0250,40,2,154.68,2025/03/10
M02559,P0446,56,5,152.8,15/02/2025
M02560,P1893,40,6,133.85,2025-01-15
M02561,P0656,146,0,189.78,15/02/2025
M02562,P1426,12,2,215.74,Apr 12 2025
M02563,P0244,32,6,123.18,Apr 12 2025
M02564,P1854,101,5,106.29,15/02/2025
M02565,P1859,42,4,159.57,2025/03/10
M02566,P0842,150,3,95.01,2025/03/10
M02567,P0096,115,5,50.1,Apr 12 2025
M02568,P1235,0,3,177.19,2025/03/10
M02569,P3087,105,6,198.08,15/02/2025
M02570,P0183,139,0,163.07,2025-01-15
M02571,P2315,43,4,57.9,15/02/2025
M02572,P3161,19,2,182.03,2025/03/10
M02573,P3614,60,4,55.54,2025/03/10
M02574,P2221,146,0,149.41,15/02/2025
M02575,P3682,40,2,212.71,15/02/2025
M02576,P0845,44,0,212.76,15/02/2025
M02577,P1465,17,0,76.17,2025/03/10
M02578,P3711,84,2,195.1,2025-01-15
M02579,P0465,57,2,98.23,2025-01-15
M02580,P0926,103,4,135.73,2025/03/10
M02581,P2848,53,4,82.92,15/02/2025
M02582,P0790,41,2,194.47,Apr 12 2025
M02583,P3765,41,4,122.55,2025-01-15
M02584,P3326,137,0,108.96,15/02/2025
M02585,P0502,32,6,214.21,2025/03/10
M02586,P3083,69,0,77.49,2025-01-15
M02587,P1820,85,6,151.74,2025/03/10
M02588,P3718,34,0,70.04,15/02/2025
M02589,P2034,102,1,62.79,Apr 12 2025
M02590,P1266,150,2,97.24,2025-01-15
M02591,P3713,3,3,80.98,2025/03/10
M02592,P2626,23,4,84.54,Apr 12 2025
M02593,P1401,25,4,72.51,Apr 12 2025
M02594,P1829,19,5,88.94,Apr 12 2025
M02595,P1526,59,5,118.13,Apr 12 2025
M02596,P3502,70,3,104.15,Apr 12 2025
M02597,P1032,98,0,202.54,15/02/2025
M02598,P2873,6,4,122.37,Apr 12 2025
M02599,P3313,58,0,50.77,15/02/2025
M02600,P2703,136,2,103.62,15/02/2025
M02601,P1108,15,1,78.26,2025-01-15
M02602,P0258,90,5,89.15,2025/03/10
M02603,P1453,2,2,65.99,15/02/2025
M02604,P2949,35,0,148.92,2025-01-15
M02605,P1227,60,5,193.02,Apr 12 2025
M02606,P1988,118,5,73.74,Apr 12 2025
M02607,P2480,32,2,167.71,2025/03/10
M02608,P3523,33,1,215.03,15/02/2025
M02609,P2901,65,5,185.64,2025/03/10
M02610,P2869,138,6,68.61,15/02/2025
M02611,P3015,1,2,181.18,Apr 12 2025
M02612,P2018,10,3,133.76,Apr 12 2025
M02613,P3398,147,1,213.48,15/02/2025
M02614,P3103,43,4,150.23,Apr 12 2025
M02615,P1452,24,2,198.34,2025-01-15
M02616,P0680,87,3,171.79,2025/03/10
M02617,P1775,70,0,200.18,2025/03/10
M02618,P2608,128,6,183.35,15/02/2025
M02619,P3398,138,1,215.35,2025/03/10
M02620,P2866,111,5,184.93,15/02/2025
M02621,P1657,44,0,175.74,2025/03/10
M02622,P1630,123,1,161.94,15/02/2025
M02623,P1485,78,1,196.58,2025/03/10
M02624,P3020,95,0,183.58,Apr 12 2025
M02625,P0692,142,1,79.34,2025/03/10
M02626,P0036,27,4,81.17,Apr 12 2025
M02627,P0689,76,3,79.26,Apr 12 2025
M02628,P0773,150,6,92.83,15/02/2025
M02629,P2647,3,0,194.68,15/02/2025
M02630,P3248,41,1,206.75,2025-01-15
M02631,P1178,145,4,79.75,2025-01-15
M02632,P3228,3,4,169.37,Apr 12 2025
M02633,P1616,43,6,167.92,2025-01-15
M02634,P0551,104,3,50.04,2025/03/10
M02635,P3392,13,4,111.42,15/02/2025
M02636,P0759,17,3,192.11,2025-01-15
M02637,P0077,59,4,62.73,2025-01-15
M02638,P2355,56,1,113.03,15/02/2025
M02639,P2207,45,1,77.25,Apr 12 2025
M02640,P0384,22,4,87.77,2025-01-15
M02641,P2847,11,3,214.07,15/02/2025
M02642,P1890,124,5,56.34,Apr 12 2025
M02643,P1151,102,0,206.99,Apr 12 2025
M02644,P3404,14,3,215.85,15/02/2025
M02645,P1602,72,1,170.48,2025/03/10
M02646,P0043,3,4,105.35,Apr 12 2025
M02647,P0711,51,2,122.02,Apr 12 2025
M02648,P3384,108,5,74.92,15/02/2025
M02649,P2758,28,1,217.12,15/02/2025
M02650,P3222,105,0,52.11,2025/03/10
M02651,P1160,23,3,100.94,15/02/2025
M02652,P2931,25,3,109.32,2025/03/10
M02653,P0477,50,3,80.38,Apr 12 2025
M02654,P2698,99,4,111.54,Apr 12 2025
M02655,P3664,8,3,195.97,15/02/2025
M02656,P3237,64,4,99.69,2025-01-15
M02657,P3354,71,3,187.5,Apr 12 2025
M02658,P1343,87,0,136.97,Apr 12 2025
M02659,P0081,22,6,193.86,15/02/2025
M02660,P0707,76,5,81.07,15/02/2025
M02661,P1176,143,1,125.7,2025/03/10
M02662,P3161,68,0,180.66,15/02/2025
M02663,P0898,68,2,122.83,2025/03/10
M02664,P3261,50,4,190.07,2025/03/10
M02665,P1838,145,6,219.56,15/02/2025
M02666,P1471,75,6,141.13,15/02/2025
M02667,P1551,35,3,145.1,2025-01-15
M02668,P1151,119,1,83.64,Apr 12 2025
M02669,P3007,68,0,160.98,2025-01-15
M02670,P2440,86,1,135.15,2025/03/10
M02671,P2564,80,3,176.13,2025/03/10
M02672,P0715,23,3,173.44,15/02/2025
M02673,P1316,4,6,185.67,15/02/2025
M02674,P1954,136,0,94.51,Apr 12 2025
M02675,P0205,78,3,193.89,Apr 12 2025
M02676,P3019,24,2,87.76,2025/03/10
M02677,P1130,54,3,58.71,Apr 12 2025
M02678,P0338,138,6,126.73,2025/03/10
M02679,P3599,106,2,202.34,Apr 12 2025
M02680,P0539,99,6,89.75,2025-01-15
M02681,P1507,76,5,64.81,2025/03/10
M02682,P3345,132,5,153.52,2025-01-15
M02683,P3844,15,1,126.98,15/02/2025
M02684,P2363,28,0,182.1,2025/03/10
M02685,P1371,10,5,127.25,Apr 12 2025
M02686,P0084,74,1,111.77,Apr 12 2025
M02687,P0137,86,0,88.74,15/02/2025
M02688,P1820,68,3,150.66,15/02/2025
M02689,P0866,6,3,132.12,Apr 12 2025
M02690,P2728,54,0,188.96,Apr 12 2025
M02691,P2871,30,4,208.61,15/02/2025
M02692,P3011,46,3,119.75,Apr 12 2025
M02693,P3733,147,5,97.81,2025-01-15
M02694,P2517,4,6,137.02,Apr 12 2025
M02695,P1348,55,4,179.19,2025-01-15
M02696,P1587,120,6,84.89,Apr 12 2025
M02697,P0838,77,5,188.25,Apr 12 2025
M02698,P1638,6,5,193.45,2025/03/10
M02699,P3475,5,6,164.03,2025/03/10
M02700,P2339,35,1,190.83,Apr 12 2025
M02701,P0241,67,5,195.6,Apr 12 2025
M02702,P3134,19,4,196.93,Apr 12 2025
M02703,P0122,104,3,85.01,2025-01-15
M02704,P3124,17,3,179.71,2025-01-15
M02705,P1944,49,6,148.64,15/02/2025
M02706,P3141,130,6,154.67,15/02/2025
M02707,P2010,30,4,76.17,2025/03/10
M02708,P3620,52,6,186.73,Apr 12 2025
M02709,P0371,117,5,205.45,2025-01-15
M02710,P2187,108,6,191.18,2025/03/10
M02711,P0703,103,4,99.63,2025-01-15
M02712,P0845,137,5,212.13,15/02/2025
M02713,P3622,22,5,181.08,2025/03/10
M02714,P1239,4,0,97.99,Apr 12 2025
M02715,P1842,6,3,151.8,2025-01-15
M02716,P2527,87,6,141.56,15/02/2025
M02717,P0009,94,2,219.36,15/02/2025
M02718,P1113,59,4,205.12,2025/03/10
M02719,P2698,62,6,59.23,15/02/2025
M02720,P3207,19,3,173.2,2025-01-15
M02721,P1697,120,4,196.21,2025-01-15
M02722,P1583,96,5,96.08,15/02/2025
M02723,P2777,29,2,200.11,2025-01-15
M02724,P0422,97,5,194.66,15/02/2025
M02725,P3692,130,0,105.86,15/02/2025
M02726,P3849,114,6,57.88,Apr 12 2025
M02727,P0223,39,3,157.24,2025-01-15
M02728,P1828,12,1,55.28,2025-01-15
M02729,P2121,16,3,77.09,15/02/2025
M02730,P2166,42,4,210.8,15/02/2025
M02731,P2668,75,6,100.86,2025/03/10
M02732,P3082,7,5,194.61,Apr 12 2025
M02733,P0604,132,4,162.16,2025/03/10
M02734,P3897,144,1,159.07,Apr 12 2025
M02735,P2586,70,0,62.79,2025-01-15
M02736,P1733,28,5,151.97,Apr 12 2025
M02737,P3517,28,1,185.97,Apr 12 2025
M02738,P1606,33,0,144.77,15/02/2025
M02739,P3444,4,1,156.23,Apr 12 2025
M02740,P0233,44,3,83.09,2025/03/10
M02741,P1150,68,1,105.43,Apr 12 2025
M02742,P2582,47,5,93.02,Apr 12 2025
M02743,P3687,1,0,80.37,2025/03/10
M02744,P3320,36,2,77.59,2025/03/10
M02745,P0881,104,4,53.16,2025-01-15
M02746,P3846,39,1,127.95,15/02/2025
M02747,P0037,46,4,204.61,Apr 12 2025
M02748,P1660,15,1,153.71,Apr 12 2025
M02749,P0004,33,6,99.92,Apr 12 2025
M02750,P1304,34,6,180.03,2025/03/10
M02751,P0173,90,2,87.79,Apr 12 2025
M02752,P1048,128,6,63.46,Apr 12 2025
M02753,P3235,94,6,210.08,2025-01-15
M02754,P0996,102,6,169.29,15/02/2025
M02755,P0487,90,6,171.86,Apr 12 2025
M02756,P2042,63,4,112.8,Apr 12 2025
M02757,P1684,38,1,213.32,15/02/2025
M02758,P1753,9,3,118.55,Apr 12 2025
M02759,P2476,135,3,98.23,2025-01-15
M02760,P0530,95,4,102.77,Apr 12 2025
M02761,P3733,44,1,177.24,2025/03/10
M02762,P0762,134,3,81.37,Apr 12 2025
M02763,P2309,32,0,115.25,Apr 12 2025
M02764,P0298,116,4,149.18,15/02/2025
M02765,P0775,88,3,153.75,15/02/2025
M02766,P2409,140,1,86.61,Apr 12 2025
M02767,P3544,102,4,137.51,Apr 12 2025
M02768,P1848,47,2,205.78,Apr 12 2025
M02769,P0051,77,0,92.0,15/02/2025
M02770,P0201,133,6,187.27,15/02/2025
M02771,P0392,83,1,152.53,15/02/2025
M02772,P3132,21,1,218.48,Apr 12 2025
M02773,P0041,7,0,202.46,2025/03/10
M02774,P1219,12,5,216.41,Apr 12 2025
M02775,P3810,102,1,192.81,2025-01-15
M02776,P3246,78,5,160.85,15/02/2025
M02777,P3494,8,6,98.32,2025-01-15
M02778,P0892,76,0,52.84,Apr 12 2025
M02779,P1317,38,5,193.41,Apr 12 2025
M02780,P0543,8,4,154.19,Apr 12 2025
M02781,P2640,83,6,164.13,2025/03/10
M02782,P0655,34,2,204.46,2025/03/10
M02783,P2544,38,0,138.16,15/02/2025
M02784,P1380,59,0,146.94,Apr 12 2025
M02785,P1748,109,4,210.21,2025-01-15
M02786,P2550,66,4,203.98,Apr 12 2025
M02787,P0513,145,6,182.05,2025-01-15
M02788,P2659,94,3,140.77,2025-01-15
M02789,P0349,121,5,111.96,2025-01-15
M02790,P1838,104,3,67.09,Apr 12 2025
M02791,P2343,85,3,76.0,2025/03/10
M02792,P3480,1,2,92.14,2025/03/10
M02793,P2011,65,0,170.84,2025/03/10
M02794,P0924,18,5,83.01,2025/03/10
M02795,P3484,103,0,52.16,Apr 12 2025
M02796,P2008,126,1,159.2,2025-01-15
M02797,P2033,89,0,88.38,2025-01-15
M02798,P3104,147,6,162.75,2025-01-15
M02799,P0601,85,6,155.74,2025-01-15
M02800,P2420,50,4,132.33,15/02/2025
M02801,P1883,10,1,100.71,15/02/2025
M02802,P3320,75,6,219.37,2025/03/10
M02803,P3468,114,2,143.49,2025-01-15
M02804,P3194,69,3,123.31,Apr 12 2025
M02805,P3072,136,3,197.22,15/02/2025
M02806,P1292,16,0,167.61,Apr 12 2025
M02807,P1694,82,0,182.16,2025-01-15
M02808,P3222,120,5,55.8,2025/03/10
M02809,P0368,123,5,90.61,15/02/2025
M02810,P3539,137,4,109.01,2025/03/10
M02811,P1441,98,1,215.17,2025-01-15
M02812,P2479,18,4,185.11,2025-01-15
M02813,P1411,88,4,176.14,2025-01-15
M02814,P1315,115,2,96.11,Apr 12 2025
M02815,P2741,93,1,152.39,2025-01-15
M02816,P3776,101,0,159.92,Apr 12 2025
M02817,P0012,12,2,51.92,15/02/2025
M02818,P3655,3,5,102.95,2025/03/10
M02819,P0481,138,2,217.4,15/02/2025
M02820,P2475,139,1,80.3,2025-01-15
M02821,P2790,53,4,115.05,15/02/2025
M02822,P3143,10,1,137.34,Apr 12 2025
M02823,P2804,71,5,215.26,2025-01-15
M02824,P2704,113,4,141.88,15/02/2025
M02825,P1605,82,1,153.37,2025/03/10
M02826,P0371,97,2,167.65,15/02/2025
M02827,P3552,52,5,90.24,Apr 12 2025
M02828,P0542,51,0,208.53,Apr 12 2025
M02829,P1229,67,6,53.51,2025-01-15
M02830,P3122,110,3,57.24,Apr 12 2025
M02831,P0175,43,0,216.44,2025-01-15
M02832,P2456,23,4,192.65,2025/03/10
M02833,P3546,56,0,65.62,15/02/2025
M02834,P3321,99,3,67.04,2025/03/10
M02835,P2201,70,4,107.55,2025-01-15
M02836,P1405,41,6,117.89,15/02/2025
M02837,P2696,30,0,150.98,Apr 12 2025
M02838,P0133,75,3,185.78,15/02/2025
M02839,P0602,4,2,88.4,Apr 12 2025
M02840,P2778,1,3,131.16,2025/03/10
M02841,P1489,71,2,131.64,2025-01-15
M02842,P3538,136,5,201.59,15/02/2025
M02843,P3763,50,0,125.44,2025-01-15
M02844,P1185,99,5,62.48,2025/03/10
M02845,P2987,62,4,96.29,Apr 12 2025
M02846,P3293,99,3,72.49,Apr 12 2025
M02847,P0737,63,2,169.53,Apr 12 2025
M02848,P3780,0,2,89.46,2025-01-15
M02849,P0565,98,0,175.78,2025/03/10
M02850,P0068,33,2,132.65,Apr 12 2025
M02851,P0025,55,3,137.88,2025-01-15
M02852,P1355,13,3,90.21,Apr 12 2025
M02853,P1622,61,3,190.97,2025/03/10
M02854,P0181,33,5,140.25,2025-01-15
M02855,P2651,109,2,192.36,2025-01-15
M02856,P0045,55,4,57.45,2025-01-15
M02857,P0676,15,6,175.93,2025-01-15
M02858,P0587,93,1,53.96,2025/03/10
M02859,P1389,40,5,84.01,Apr 12 2025
M02860,P3101,94,4,129.47,2025/03/10
M02861,P0948,28,4,160.38,15/02/2025
M02862,P1608,10,0,155.96,Apr 12 2025
M02863,P0177,34,6,214.39,2025/03/10
M02864,P3757,126,2,162.47,2025/03/10
M02865,P3324,69,5,150.39,15/02/2025
M02866,P0180,81,2,177.02,2025/03/10
M02867,P2841,73,2,88.27,2025-01-15
M02868,P0510,142,0,157.21,2025-01-15
M02869,P2943,140,4,116.18,2025/03/10
M02870,P2169,54,2,200.67,2025/03/10
M02871,P3122,84,3,216.66,15/02/2025
M02872,P3552,42,4,185.01,2025/03/10
M02873,P0612,31,3,154.81,2025-01-15
M02874,P1290,104,3,52.05,Apr 12 2025
M02875,P0421,107,6,73.72,Apr 12 2025
M02876,P0125,114,0,100.38,15/02/2025
M02877,P3104,107,3,52.73,15/02/2025
M02878,P1448,16,2,135.67,2025-01-15
M02879,P0291,95,1,165.75,2025-01-15
M02880,P1808,58,5,173.39,2025-01-15
M02881,P1734,127,6,65.96,Apr 12 2025
M02882,P0222,88,4,124.81,2025-01-15
M02883,P1530,33,1,93.46,2025-01-15
M02884,P0857,62,4,105.49,Apr 12 2025
M02885,P2324,67,0,170.64,2025/03/10
M02886,P2998,93,1,66.5,2025/03/10
M02887,P2845,119,4,59.25,Apr 12 2025
M02888,P0505,146,5,63.59,Apr 12 2025
M02889,P1781,76,6,172.15,15/02/2025
M02890,P1760,84,3,200.48,15/02/2025
M02891,P0798,82,5,153.24,2025/03/10
M02892,P2570,143,3,117.32,2025-01-15
M02893,P1533,119,0,181.24,15/02/2025
M02894,P3056,122,6,130.59,2025-01-15
M02895,P2221,67,1,195.44,2025-01-15
M02896,P2309,47,1,54.34,2025/03/10
M02897,P1772,125,1,86.89,15/02/2025
M02898,P2828,122,1,183.64,15/02/2025
M02899,P0862,144,6,118.83,2025/03/10
M02900,P0164,47,6,145.31,15/02/2025
M02901,P1320,61,6,77.86,Apr 12 2025
M02902,P3829,117,3,154.94,15/02/2025
M02903,P1058,42,3,130.48,15/02/2025
M02904,P2548,40,1,172.56,2025/03/10
M02905,P2670,36,0,73.23,15/02/2025
M02906,P0089,147,0,92.73,2025-01-15
M02907,P0268,108,4,82.11,15/02/2025
M02908,P2115,71,2,73.51,2025/03/10
M02909,P2027,18,4,150.47,15/02/2025
M02910,P3644,2,6,164.35,2025/03/10
M02911,P3359,82,6,64.3,2025/03/10
M02912,P2827,87,1,202.44,2025-01-15
M02913,P3748,113,2,124.19,2025-01-15
M02914,P0827,141,1,71.13,2025-01-15
M02915,P2936,100,6,98.34,15/02/2025
M02916,P0875,39,1,181.49,Apr 12 2025
M02917,P2562,38,1,133.77,Apr 12 2025
M02918,P1913,55,1,209.67,Apr 12 2025
M02919,P3632,129,5,213.22,Apr 12 2025
M02920,P1646,76,5,131.28,Apr 12 2025
M02921,P0015,53,4,111.46,15/02/2025
M02922,P1551,8,2,154.44,15/02/2025
M02923,P2556,128,6,101.72,2025/03/10
M02924,P0348,9,5,130.4,2025/03/10
M02925,P2982,13,1,202.63,2025/03/10
M02926,P0076,111,3,182.86,2025/03/10
M02927,P2074,42,3,127.09,15/02/2025
M02928,P1521,145,0,193.12,Apr 12 2025
M02929,P3402,40,0,193.27,15/02/2025
M02930,P2895,103,1,186.82,2025/03/10
M02931,P2599,103,6,94.6,Apr 12 2025
M02932,P2986,18,2,147.53,2025/03/10
M02933,P1291,124,5,149.65,2025-01-15
M02934,P2142,55,4,168.83,Apr 12 2025
M02935,P3067,147,6,142.09,2025/03/10
M02936,P3450,19,2,151.79,Apr 12 2025
M02937,P0141,150,5,155.44,2025/03/10
M02938,P3334,80,0,197.35,15/02/2025
M02939,P0586,106,6,198.31,2025/03/10
M02940,P0887,32,1,176.7,2025/03/10
M02941,P3659,97,0,72.23,15/02/2025
M02942,P2944,140,4,169.66,2025-01-15
M02943,P2706,26,2,154.71,2025/03/10
M02944,P0934,64,0,50.69,2025-01-15
M02945,P0748,115,3,176.02,15/02/2025
M02946,P0564,49,6,150.57,2025/03/10
M02947,P3847,127,2,79.35,15/02/2025
M02948,P1397,101,5,128.39,Apr 12 2025
M02949,P0264,131,6,135.2,15/02/2025
M02950,P3724,32,1,126.54,Apr 12 2025
M02951,P0237,84,5,142.93,2025/03/10
M02952,P0277,99,4,58.41,2025-01-15
M02953,P2996,51,5,172.97,2025/03/10
M02954,P1642,78,3,177.09,2025/03/10
M02955,P1604,6,6,165.51,Apr 12 2025
M02956,P2813,113,4,95.79,Apr 12 2025
M02957,P0790,138,1,215.08,Apr 12 2025
M02958,P0632,51,3,186.68,2025-01-15
M02959,P3439,139,0,147.57,15/02/2025
M02960,P1709,21,3,118.13,2025-01-15
M02961,P0406,107,2,110.58,2025/03/10
M02962,P3001,115,5,136.12,2025/03/10
M02963,P1354,127,5,207.55,Apr 12 2025
M02964,P1321,83,6,178.97,Apr 12 2025
M02965,P1443,25,1,93.31,Apr 12 2025
M02966,P1125,1,0,58.89,Apr 12 2025
M02967,P1383,133,6,187.58,15/02/2025
M02968,P1193,14,2,62.12,Apr 12 2025
M02969,P1446,65,2,68.11,15/02/2025
M02970,P3653,65,6,101.43,2025-01-15
M02971,P3154,131,4,153.98,2025/03/10
M02972,P0021,36,6,194.17,15/02/2025
M02973,P0826,135,3,205.07,Apr 12 2025
M02974,P0070,131,6,89.67,2025/03/10
M02975,P3362,120,6,57.12,2025-01-15
M02976,P1854,5,1,119.4,2025-01-15
M02977,P3613,76,6,209.22,15/02/2025
M02978,P3754,54,4,159.31,2025-01-15
M02979,P0711,11,6,167.93,2025-01-15
M02980,P2215,136,1,55.17,2025/03/10
M02981,P3059,17,1,95.75,2025-01-15
M02982,P2392,110,5,61.26,Apr 12 2025
M02983,P2443,124,6,193.59,Apr 12 2025
M02984,P0553,69,2,218.31,2025/03/10
M02985,P0449,53,2,116.17,2025/03/10
M02986,P2158,3,2,104.02,2025-01-15
M02987,P1901,52,2,178.1,Apr 12 2025
M02988,P3080,125,2,217.94,2025-01-15
M02989,P2348,82,3,158.84,15/02/2025
M02990,P2348,64,5,53.2,2025/03/10
M02991,P2395,140,0,73.86,Apr 12 2025
M02992,P0005,43,5,154.89,2025/03/10
M02993,P0603,11,6,89.66,2025-01-15
M02994,P1450,135,4,215.74,15/02/2025
M02995,P1361,133,2,153.79,2025-01-15
M02996,P1920,48,6,103.07,2025-01-15
M02997,P0932,24,4,176.5,Apr 12 2025
M02998,P1930,73,4,124.25,2025/03/10
M02999,P2498,93,0,161.57,2025-01-15
M03000,P2104,108,5,95.44,15/02/2025
M03001,P0826,0,4,138.74,15/02/2025
M03002,P3437,81,6,159.04,Apr 12 2025
M03003,P2853,131,6,209.39,2025-01-15
M03004,P2337,107,1,91.6,15/02/2025
M03005,P0690,109,0,175.26,2025/03/10
M03006,P2960,140,3,171.79,2025/03/10
M03007,P0679,117,3,192.57,2025/03/10
M03008,P3802,132,1,66.77,Apr 12 2025
M03009,P0789,0,3,118.49,15/02/2025
M03010,P2692,22,2,65.69,2025-01-15
M03011,P1920,138,4,75.43,15/02/2025
M03012,P3631,97,6,111.51,2025/03/10
M03013,P2307,79,3,155.89,2025-01-15
M03014,P3824,107,1,90.05,Apr 12 2025
M03015,P2970,36,1,161.14,2025-01-15
M03016,P1845,128,4,54.59,15/02/2025
M03017,P3621,43,1,130.16,2025-01-15
M03018,P0148,109,2,190.07,Apr 12 2025
M03019,P0228,141,2,187.69,Apr 12 2025
M03020,P2380,82,5,94.11,Apr 12 2025
M03021,P1724,127,2,103.36,2025-01-15
M03022,P3353,139,4,156.13,2025-01-15
M03023,P3453,115,5,85.72,2025-01-15
M03024,P1445,149,0,104.47,2025-01-15
M03025,P2285,148,2,112.83,Apr 12 2025
M03026,P0687,103,6,143.49,2025/03/10
M03027,P2255,131,3,119.87,2025-01-15
M03028,P3528,39,0,166.49,Apr 12 2025
M03029,P0325,38,1,150.93,2025-01-15
M03030,P0739,29,5,183.68,2025-01-15
M03031,P2589,85,5,65.0,2025-01-15
M03032,P0634,145,5,184.15,Apr 12 2025
M03033,P3471,25,4,180.39,2025-01-15
M03034,P2658,125,0,205.62,Apr 12 2025
M03035,P2930,9,6,70.13,Apr 12 2025
M03036,P2401,33,1,131.78,15/02/2025
M03037,P2415,142,1,115.9,15/02/2025
M03038,P0918,70,5,136.93,Apr 12 2025
M03039,P2709,77,4,203.36,2025-01-15
M03040,P0994,80,0,121.52,2025/03/10
M03041,P1886,130,4,120.34,15/02/2025
M03042,P0783,86,2,167.39,2025-01-15
M03043,P3279,124,3,90.14,2025-01-15
M03044,P3138,43,6,186.92,15/02/2025
M03045,P0411,82,2,107.84,2025-01-15
M03046,P2791,81,3,164.94,2025-01-15
M03047,P1465,32,5,65.91,Apr 12 2025
M03048,P2531,56,4,96.55,2025/03/10
M03049,P1079,11,2,112.5,15/02/2025
M03050,P0429,19,2,60.86,Apr 12 2025
M03051,P3896,13,5,206.36,2025-01-15
M03052,P3083,39,1,216.22,2025/03/10
M03053,P3486,12,1,118.1,Apr 12 2025
M03054,P0467,83,5,177.51,2025-01-15
M03055,P3047,9,4,158.61,Apr 12 2025
M03056,P2531,114,4,59.08,15/02/2025
M03057,P0951,77,6,182.26,2025/03/10
M03058,P1463,109,4,99.63,Apr 12 2025
M03059,P1938,147,6,99.89,15/02/2025
M03060,P3357,108,5,195.56,2025/03/10
M03061,P3336,5,0,123.44,15/02/2025
M03062,P2512,81,3,87.17,Apr 12 2025
M03063,P2073,53,6,70.23,Apr 12 2025
M03064,P1500,115,5,205.89,15/02/2025
M03065,P2714,112,1,67.76,Apr 12 2025
M03066,P2292,53,5,56.42,2025-01-15
M03067,P1358,143,2,206.7,2025/03/10
M03068,P2632,41,6,88.55,15/02/2025
M03069,P1230,23,3,195.27,2025/03/10
M03070,P0283,140,2,156.56,2025/03/10
M03071,P2202,63,4,123.59,Apr 12 2025
M03072,P0099,119,1,100.98,Apr 12 2025
M03073,P3468,120,5,93.28,15/02/2025
M03074,P2979,31,2,176.31,2025/03/10
M03075,P2232,72,5,64.0,Apr 12 2025
M03076,P1097,29,3,60.82,2025-01-15
M03077,P1380,3,1,202.59,2025-01-15
M03078,P2104,24,3,145.97,2025-01-15
M03079,P2645,73,0,88.75,2025/03/10
M03080,P3432,70,5,131.52,2025-01-15
M03081,P2889,65,6,145.62,Apr 12 2025
M03082,P3322,115,2,54.39,15/02/2025
M03083,P2423,32,4,118.86,15/02/2025
M03084,P0825,7,6,75.77,2025/03/10
M03085,P3821,7,4,173.42,Apr 12 2025
M03086,P2897,47,0,144.83,15/02/2025
M03087,P1703,96,3,128.15,Apr 12 2025
M03088,P1702,105,3,211.93,2025-01-15
M03089,P0572,80,5,117.01,15/02/2025
M03090,P1139,44,6,211.52,2025-01-15
M03091,P0551,32,1,165.61,15/02/2025
M03092,P1101,150,4,56.74,15/02/2025
M03093,P2971,112,3,144.13,Apr 12 2025
M03094,P2000,91,4,175.86,2025-01-15
M03095,P1943,115,4,62.27,15/02/2025
M03096,P2604,77,2,188.42,2025-01-15
M03097,P1124,75,0,154.85,15/02/2025
M03098,P1005,89,0,127.85,Apr 12 2025
M03099,P3720,92,3,199.89,15/02/2025
M03100,P3558,96,6,58.93,Apr 12 2025
M03101,P1009,125,6,71.8,15/02/2025
M03102,P0273,145,4,182.99,2025/03/10
M03103,P3011,97,4,157.73,2025/03/10
M03104,P2387,40,5,81.06,Apr 12 2025
M03105,P1539,67,6,65.76,2025-01-15
M03106,P0108,55,6,214.69,2025/03/10
M03107,P0011,45,5,186.27,2025/03/10
M03108,P0261,53,6,209.25,2025/03/10
M03109,P3193,73,5,93.49,Apr 12 2025
M03110,P1971,36,1,140.69,15/02/2025
M03111,P2346,0,2,129.7,15/02/2025
M03112,P0957,16,2,207.28,2025/03/10
M03113,P1549,21,2,166.73,2025/03/10
M03114,P2377,50,1,110.79,2025-01-15
M03115,P1068,150,3,139.42,Apr 12 2025
M03116,P2416,81,1,60.8,2025-01-15
M03117,P1186,3,4,104.78,15/02/2025
M03118,P1806,126,5,124.03,2025-01-15
M03119,P2105,49,0,168.72,2025/03/10
M03120,P2057,13,0,66.98,Apr 12 2025
M03121,P0997,21,2,85.04,2025-01-15
M03122,P1330,23,0,92.53,Apr 12 2025
M03123,P1972,136,3,79.04,2025-01-15
M03124,P3872,3,3,185.73,2025-01-15
M03125,P2248,116,0,57.71,Apr 12 2025
M03126,P2585,134,2,121.95,15/02/2025
M03127,P1355,116,6,58.99,2025-01-15
M03128,P0585,109,6,148.29,15/02/2025
M03129,P1002,18,2,210.15,15/02/2025
M03130,P2895,50,0,118.72,2025-01-15
M03131,P0757,49,0,81.45,Apr 12 2025
M03132,P3582,85,5,167.54,2025/03/10
M03133,P3728,4,5,105.49,15/02/2025
M03134,P0689,73,5,66.25,2025/03/10
M03135,P3229,39,0,118.63,Apr 12 2025
M03136,P0151,26,2,62.82,2025/03/10
